% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=276011, Mon Aug 22 19:45:36 2022
1 10 -0.060775546410717966 -0.018424436996476525 0.016108614112009482 0.049965663910098074 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
2 20 -0.10647497360090433 -0.030645681299412048 0.020094397789640308 0.07626399574686094 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
3 30 -0.13867023491162817 -0.03337489527277969 0.031171142841453073 0.11564526025940972 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
4 40 -0.15816288264859393 -0.030175395087677997 0.032463320736028395 0.10571305610511983 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
5 50 -0.14605934085898145 -0.03664056163730796 0.025998850416464093 0.1053162988445524 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
6 60 -0.14728224918619578 -0.03881280355278383 0.028462362725806174 0.14293962995721826 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
7 70 -0.1731795650497315 -0.03785872453336558 0.033982434708654585 0.15304104438657562 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
8 80 -0.16722376765256905 -0.051029905140076194 0.05413487057627292 0.15100056902097936 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
9 90 -0.14829034250821685 -0.05562709173347769 0.0560497082242665 0.1689337758730777 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
10 100 -0.1475803379762703 -0.06337610024997552 0.06408083113020713 0.17498868878123225 0.9145552847482755 0.9679298634678271 0.9850230098712763 0.9892251844068843 0.9950923130776541 1.0107732344015423 1.0143194685010972 1.0207069210320607 1.0304578025865205 1.064641952227191
