% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=551605, Fri Jun 17 20:51:21 2022
1 15 0.09434294526775294 1.0000487816775923 1.0 1.0 1.0000012195129389 1.0000024390273647 1.0000036585432779 1.000004878060678 1.000006097579566 1.0000073170999406 1.0000085366218026 1.0000097561451518 1.0000109756699884 1.000012195196312 1.0000134147241229 1.000014634253421 1.0000158537842065 1.0000170733164793 1.000018292850239 1.000019512385486 1.0000207319222205 1.000021951460442 1.0000231710001508 1.0000243905413468 1.0000256100840301 1.0000268296282007 1.0000280491738585 1.0000292687210035 1.0000304882696358 1.0000317078197554 1.0000329273713624 1.0000341469244562 1.0000353664790378 1.0000365860351064 1.0000378055926622 1.0000390251517053 1.0000402447122358 1.0000414642742534 1.0000426838377583 1.0000439034027506 1.00004512296923 1.0000463425371968 1.000047562106651 1.0000487816775923
2 30 0.09020054674515184 1.0229676287596332 0.9771974574948268 0.9771974574948268 0.9818402917242558 0.9858941279047212 0.9863345090860437 0.9910816977456852 0.9955970910857685 0.9975857961249303 1.0000041317990935 1.0000051496036975 1.0000064067078354 1.0000096455504834 1.0000115672032277 1.0000129644138749 1.000014182218198 1.0000144918364222 1.0000159125676324 1.000019167433791 1.0000200641459425 1.0000213825498818 1.000023042551579 1.0000244588099285 1.0000257709153817 1.0000275727401662 1.0000284329210691 1.0000291864702413 1.0000295674359858 1.0000318292061274 1.000032903613431 1.0000361157327573 1.000037802118231 1.000038575599648 1.0000400557810887 1.0000412497690123 1.0000438124066724 1.0010414691340705 1.002987243771368 1.0035689977162183 1.0039883483867937 1.007697839602312 1.0155218250699756 1.0229676287596332
3 45 0.0885135310928429 1.0286345628053224 0.9691319410200707 0.9691319410200707 0.9766052837018934 0.9781416168490566 0.9811501061516926 0.9863675044754462 0.9881489465961222 0.9901039199724507 0.9913531018055938 0.993295829526195 0.9945257933960722 0.9958251759832205 0.9974799438035233 0.9982076161831714 0.999237343671918 1.000009689847135 1.0000126858317466 1.0000161810399284 1.0000187953630926 1.0000199867041215 1.0000206419713122 1.0000236403518208 1.00002487307645 1.0000290796377662 1.0000297756847063 1.000030857484743 1.0000330746089292 1.0000395740379866 1.0005258512121509 1.0006424521959645 1.001205619436452 1.0025340720146818 1.0029107498656165 1.0031699267921537 1.0035294084909083 1.0037670434843786 1.005217341650384 1.0084114320367263 1.0110461475373034 1.0142796999786732 1.0216692344690874 1.0286345628053224
4 60 0.08682287099107477 1.0401545055684471 0.9637608419161926 0.9637608419161926 0.9678991265581125 0.9707331062102817 0.9791391865684221 0.9825339637414473 0.9858988463372791 0.9870535993771432 0.9876977934341767 0.988451751385859 0.9901537094355913 0.991709532214697 0.9940062105768844 0.9953303275455726 0.9958269403425126 0.9973585012395019 0.9979276738982926 0.9982609147755734 0.9990814116800216 0.9995808238074866 0.9997302231130114 0.9999551655074227 1.0000282230547666 1.0002437680665535 1.0004342646503366 1.0005465778031406 1.0010247616992913 1.0011386305616434 1.0017023849354443 1.002399107741059 1.0028345633996754 1.0030463835923076 1.0043847608591985 1.005753009974316 1.0072398714611581 1.007939320230575 1.0085268433551196 1.011975261199943 1.0149355859837499 1.0173724065756393 1.0240013134080495 1.0401545055684471
5 75 0.08554282194527282 1.048652600695959 0.9637284779105401 0.9637284779105401 0.9649909310332769 0.9675796247423688 0.9702114551569618 0.9779182795249932 0.9808250064658154 0.9844205573937973 0.9862967893786775 0.9879572555045714 0.9891189755357407 0.9896893253358142 0.9906321694621312 0.9922166733965267 0.9939141272507501 0.9948360754030867 0.9963165997355121 0.9970802873536441 0.9975208882778804 0.9981669080674559 0.9995647148547792 0.9996287596366163 1.0002730426712911 1.0002892035946014 1.0005693126034862 1.0010006134279774 1.0013828016590254 1.0018989721341038 1.0022560395948388 1.002337892426487 1.0038069239663026 1.0045799347265536 1.0063868458460274 1.0068314372771319 1.0091989609093912 1.0115133313275424 1.0138961645199496 1.0149523968633978 1.016974516455863 1.0199420462611 1.0384153582834441 1.048652600695959
6 90 0.08395395907734428 1.060150825405705 0.9604483038849604 0.9604483038849604 0.9643404166596278 0.9670249748525084 0.9687002840625382 0.9731247321209434 0.9759870705392922 0.9801738138276667 0.9810046375383317 0.9824735864502417 0.984777359064574 0.9878229730994356 0.9892141464189936 0.9915931610313854 0.9921355872683357 0.9928715314757681 0.9943670439231773 0.9948980201338021 0.9964196283018109 0.9968634348261945 0.9972505996138211 0.9983756686541453 0.9992201390820273 1.000312414578773 1.0005813048492305 1.0013301098354421 1.0016955876614737 1.0022865242916117 1.0029659349770546 1.0036770026345299 1.0045061381029872 1.0051008743269783 1.0066125656401286 1.0091116014719432 1.009884007393066 1.0125797798382068 1.01497410510667 1.0161341800502688 1.0192892602172743 1.0250796427974058 1.0389292773625072 1.060150825405705
7 105 0.08223964666548463 1.0688694312856641 0.9572746457570985 0.9572746457570985 0.9617008095047099 0.9638013975858315 0.9670325127379055 0.9716172582514357 0.9743856924711086 0.9790261376740852 0.9795539765290129 0.9819315086085569 0.9820373875550109 0.984478983187301 0.9864174108552578 0.9872196025279645 0.9894886050704262 0.9925900168530237 0.9930952381781627 0.9935526809334584 0.9949634638208068 0.9954563444867348 0.9963551834327926 0.9969801198275844 0.998051965992962 0.9989123251002239 0.9993620462221346 1.0010334020360991 1.0016990983269554 1.0020851762769911 1.0032785413959027 1.00437271433036 1.0056399211741656 1.0076320844008408 1.0093024338939298 1.0097529498192412 1.011058102035469 1.0132298786582723 1.015382062569861 1.0183382157326435 1.0243392167962 1.025842066095664 1.0409468251018241 1.0688694312856641
8 120 0.08049641366877867 1.0722907759633937 0.955179871327347 0.955179871327347 0.9570069132521624 0.9619368019641454 0.9651607053038525 0.9696381384643026 0.9710551614967515 0.9750977288058772 0.978489668235423 0.9789226902864773 0.9813926188476306 0.9820429780126291 0.9837760726605893 0.9861197767432962 0.988853961186501 0.9900522487503607 0.9911455364157189 0.9923746746656973 0.9936233455345318 0.9937886236777398 0.9952026840498285 0.9963002246488433 0.9974980324715792 0.9992073881383167 0.9995265873103728 1.0011262699628438 1.0027050301695462 1.0034253789908887 1.0036765743750633 1.004500283856095 1.0063345284750593 1.0074619081285137 1.0089115721314055 1.0102113397433246 1.010497302793091 1.0143637630031352 1.0183902418112838 1.0210724422788908 1.0246568679166408 1.029897925017059 1.0429919022072094 1.0722907759633937
9 135 0.0787503765109207 1.0796520670172696 0.9507272270953531 0.9507272270953531 0.9537915359573369 0.9606175283820084 0.9623238259183189 0.9647360707548486 0.9665377590425955 0.9726225494440264 0.9752388983687887 0.9783637363221186 0.9807213880624082 0.981464377817369 0.982744351408241 0.9853922633567286 0.9867582168084781 0.9883317253042601 0.9896784346056487 0.9912045896203746 0.9919266656314301 0.992824856470915 0.9943437196978498 0.9958708279017694 0.9966230307216223 0.9975328068086451 0.9982088156071389 1.000587296932445 1.0023307520561622 1.0026005709783183 1.0043993925308536 1.004941158434827 1.006487649282105 1.0088588808949013 1.0097452352265188 1.0109379514323251 1.0128179799581813 1.0179481628285418 1.0195021184888737 1.0214465299892834 1.0268534555034259 1.031314637775994 1.043464911220081 1.0796520670172696
10 150 0.07643211356088565 1.0842555672538157 0.948336053884627 0.948336053884627 0.9527697486914887 0.9561227326567007 0.9610108994426056 0.9638508367642482 0.9667114417932912 0.9679214545614918 0.9728854764773817 0.9746834541564103 0.97748103180892 0.9793269743753008 0.9810235489086695 0.9841185560740617 0.985624358295835 0.9874639096914724 0.9881470214301236 0.9911584227557865 0.9914639945397881 0.9924132984160052 0.9930001294007762 0.9949666775278594 0.9972820033683467 0.9981898100587592 1.000120781731822 1.0008161088068626 1.001356422381746 1.0025832078604309 1.0035128253200283 1.0062777592343477 1.0084376413758591 1.0087239326842454 1.009897360664291 1.0104858706555555 1.0123061816140873 1.0169336238325568 1.0187810951344003 1.0233045254054105 1.0288044530480098 1.0332608296096562 1.0436316047543424 1.0842555672538157
