% # columns="iteration, evaluation, void, void, void, xmean", seed=1019460, Sun Mar 26 22:03:51 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 0.17718635598868776 -0.249869840254723 -0.18624939498434115 0.028323409628685958
2 16 0 0 0 -0.010239542795731638 -0.6896822651800428 -0.2456419327527138 0.1326076336041517
3 24 0 0 0 0.2060325733395778 -0.8836938129006116 -0.5033096818001912 0.12724829407906765
4 32 0 0 0 0.2742589463621655 -0.700650790449349 -0.48674284702787507 0.049299920099418984
5 40 0 0 0 0.3403396645919872 -0.8051989680985085 -0.44129079984147246 0.314837986096267
6 48 0 0 0 0.41981723653241093 -0.9573288327457848 -0.3772315674803908 0.5632149173007563
7 56 0 0 0 0.3045385566216585 -0.9755416392989193 -0.1370324693089481 0.5415917975806791
8 64 0 0 0 0.3705255167567724 -0.8068736250238895 -0.3417976979915006 0.3555374583687864
9 72 0 0 0 0.6456790809410293 -0.8269721140882941 -0.4524760457086122 0.18361768840935594
10 80 0 0 0 0.7046049274929174 -0.8807958917559174 -0.35820352426928526 0.23042574591909035
